           pcal_s1 |       fc | 209.837207*cm 0.000000*cm 682.417577*cm | ordered: zxy 90.0*deg 25.0*deg 0.0*deg |   G4Trap | 14.9118*cm 0.0*rad 0.0*rad 192.67503532012952*cm 1.0E-6*cm 197.15000000000003*cm 0.0*rad 192.67503532012952*cm 1.0E-6*cm 197.15000000000003*cm 0.0*rad  | 
W-view_single_strip_3_21_s6 | W-view-scintillator_9_s6 | -8.268807*cm 78.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 60.963502592573036*cm 58.219846552644256*cm -0.1045535321895573*rad 2.225*cm 60.963502592573036*cm 58.219846552644256*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_22_s6 | W-view-scintillator_9_s6 | -7.796594*cm 74.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 63.73798622845607*cm 60.99433018852729*cm -0.1045535321895573*rad 2.225*cm 63.73798622845607*cm 60.99433018852729*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_23_s6 | W-view-scintillator_9_s6 | -7.324381*cm 69.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 66.51246986433911*cm 63.76881382441032*cm -0.1045535321895573*rad 2.225*cm 66.51246986433911*cm 63.76881382441032*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_24_s6 | W-view-scintillator_9_s6 | -6.852168*cm 65.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 69.28695350022214*cm 66.54329746029336*cm -0.1045535321895573*rad 2.225*cm 69.28695350022214*cm 66.54329746029336*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_25_s6 | W-view-scintillator_9_s6 | -6.379955*cm 60.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 72.06143713610517*cm 69.31778109617639*cm -0.1045535321895573*rad 2.225*cm 72.06143713610517*cm 69.31778109617639*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_26_s6 | W-view-scintillator_9_s6 | -5.907743*cm 56.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 74.8359207719882*cm 72.09226473205942*cm -0.1045535321895573*rad 2.225*cm 74.8359207719882*cm 72.09226473205942*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_27_s6 | W-view-scintillator_9_s6 | -5.435530*cm 51.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 77.61040440787124*cm 74.86674836794246*cm -0.1045535321895573*rad 2.225*cm 77.61040440787124*cm 74.86674836794246*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_28_s6 | W-view-scintillator_9_s6 | -4.963317*cm 47.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 80.38488804375426*cm 77.6412320038255*cm -0.1045535321895573*rad 2.225*cm 80.38488804375426*cm 77.6412320038255*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_29_s6 | W-view-scintillator_9_s6 | -4.491104*cm 42.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 83.1593716796373*cm 80.41571563970852*cm -0.1045535321895573*rad 2.225*cm 83.1593716796373*cm 80.41571563970852*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_30_s6 | W-view-scintillator_9_s6 | -4.018891*cm 38.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 85.93385531552033*cm 83.19019927559155*cm -0.1045535321895573*rad 2.225*cm 85.93385531552033*cm 83.19019927559155*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_31_s6 | W-view-scintillator_9_s6 | -3.546678*cm 33.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 88.70833895140336*cm 85.9646829114746*cm -0.1045535321895573*rad 2.225*cm 88.70833895140336*cm 85.9646829114746*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_32_s6 | W-view-scintillator_9_s6 | -3.074466*cm 29.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 91.48282258728639*cm 88.73916654735763*cm -0.1045535321895573*rad 2.225*cm 91.48282258728639*cm 88.73916654735763*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_33_s6 | W-view-scintillator_9_s6 | -2.602253*cm 24.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 94.25730622316944*cm 91.51365018324066*cm -0.1045535321895573*rad 2.225*cm 94.25730622316944*cm 91.51365018324066*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_34_s6 | W-view-scintillator_9_s6 | -2.130040*cm 20.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 97.03178985905247*cm 94.28813381912369*cm -0.1045535321895573*rad 2.225*cm 97.03178985905247*cm 94.28813381912369*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_35_s6 | W-view-scintillator_9_s6 | -1.657827*cm 15.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 99.8062734949355*cm 97.06261745500673*cm -0.1045535321895573*rad 2.225*cm 99.8062734949355*cm 97.06261745500673*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_36_s6 | W-view-scintillator_9_s6 | -1.185614*cm 11.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 102.58075713081853*cm 99.83710109088976*cm -0.1045535321895573*rad 2.225*cm 102.58075713081853*cm 99.83710109088976*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_37_s6 | W-view-scintillator_9_s6 | -0.713402*cm 6.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 105.35524076670157*cm 102.61158472677279*cm -0.1045535321895573*rad 2.225*cm 105.35524076670157*cm 102.61158472677279*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_38_s6 | W-view-scintillator_9_s6 | -0.241189*cm 2.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 108.1297244025846*cm 105.38606836265582*cm -0.1045535321895573*rad 2.225*cm 108.1297244025846*cm 105.38606836265582*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_39_s6 | W-view-scintillator_9_s6 | 0.231024*cm -2.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 110.90420803846763*cm 108.16055199853886*cm -0.1045535321895573*rad 2.225*cm 110.90420803846763*cm 108.16055199853886*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_40_s6 | W-view-scintillator_9_s6 | 0.703237*cm -6.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 113.67869167435066*cm 110.9350356344219*cm -0.1045535321895573*rad 2.225*cm 113.67869167435066*cm 110.9350356344219*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_41_s6 | W-view-scintillator_9_s6 | 1.175450*cm -11.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 116.4531753102337*cm 113.70951927030492*cm -0.1045535321895573*rad 2.225*cm 116.4531753102337*cm 113.70951927030492*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_42_s6 | W-view-scintillator_9_s6 | 1.647662*cm -15.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 119.22765894611673*cm 116.48400290618795*cm -0.1045535321895573*rad 2.225*cm 119.22765894611673*cm 116.48400290618795*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_43_s6 | W-view-scintillator_9_s6 | 2.119875*cm -20.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 122.00214258199976*cm 119.258486542071*cm -0.1045535321895573*rad 2.225*cm 122.00214258199976*cm 119.258486542071*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_44_s6 | W-view-scintillator_9_s6 | 2.592088*cm -24.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 124.7766262178828*cm 122.03297017795403*cm -0.1045535321895573*rad 2.225*cm 124.7766262178828*cm 122.03297017795403*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_45_s6 | W-view-scintillator_9_s6 | 3.064301*cm -29.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 127.55110985376584*cm 124.80745381383706*cm -0.1045535321895573*rad 2.225*cm 127.55110985376584*cm 124.80745381383706*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_46_s6 | W-view-scintillator_9_s6 | 3.536514*cm -33.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 130.32559348964887*cm 127.58193744972009*cm -0.1045535321895573*rad 2.225*cm 130.32559348964887*cm 127.58193744972009*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_47_s6 | W-view-scintillator_9_s6 | 4.008726*cm -38.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 133.1000771255319*cm 130.35642108560313*cm -0.1045535321895573*rad 2.225*cm 133.1000771255319*cm 130.35642108560313*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_48_s6 | W-view-scintillator_9_s6 | 4.480939*cm -42.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 135.87456076141493*cm 133.13090472148616*cm -0.1045535321895573*rad 2.225*cm 135.87456076141493*cm 133.13090472148616*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_49_s6 | W-view-scintillator_9_s6 | 4.953152*cm -47.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 138.64904439729796*cm 135.9053883573692*cm -0.1045535321895573*rad 2.225*cm 138.64904439729796*cm 135.9053883573692*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_50_s6 | W-view-scintillator_9_s6 | 5.425365*cm -51.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 141.423528033181*cm 138.67987199325222*cm -0.1045535321895573*rad 2.225*cm 141.423528033181*cm 138.67987199325222*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_51_s6 | W-view-scintillator_9_s6 | 5.897578*cm -56.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 144.19801166906404*cm 141.45435562913525*cm -0.1045535321895573*rad 2.225*cm 144.19801166906404*cm 141.45435562913525*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_52_s6 | W-view-scintillator_9_s6 | 6.369790*cm -60.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 146.97249530494707*cm 144.22883926501828*cm -0.1045535321895573*rad 2.225*cm 146.97249530494707*cm 144.22883926501828*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_53_s6 | W-view-scintillator_9_s6 | 6.842003*cm -65.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 149.7469789408301*cm 147.00332290090134*cm -0.1045535321895573*rad 2.225*cm 149.7469789408301*cm 147.00332290090134*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_54_s6 | W-view-scintillator_9_s6 | 7.314216*cm -69.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 152.52146257671313*cm 149.77780653678437*cm -0.1045535321895573*rad 2.225*cm 152.52146257671313*cm 149.77780653678437*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_55_s6 | W-view-scintillator_9_s6 | 7.786429*cm -74.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 155.29594621259616*cm 152.5522901726674*cm -0.1045535321895573*rad 2.225*cm 155.29594621259616*cm 152.5522901726674*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_56_s6 | W-view-scintillator_9_s6 | 8.258642*cm -78.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 158.07042984847922*cm 155.32677380855043*cm -0.1045535321895573*rad 2.225*cm 158.07042984847922*cm 155.32677380855043*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_57_s6 | W-view-scintillator_9_s6 | 8.730854*cm -83.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 160.84491348436225*cm 158.1012574444335*cm -0.1045535321895573*rad 2.225*cm 160.84491348436225*cm 158.1012574444335*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_58_s6 | W-view-scintillator_9_s6 | 9.203067*cm -87.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 163.61939712024528*cm 160.87574108031652*cm -0.1045535321895573*rad 2.225*cm 163.61939712024528*cm 160.87574108031652*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_59_s6 | W-view-scintillator_9_s6 | 9.675280*cm -92.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 166.3938807561283*cm 163.65022471619955*cm -0.1045535321895573*rad 2.225*cm 166.3938807561283*cm 163.65022471619955*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_60_s6 | W-view-scintillator_9_s6 | 10.147493*cm -96.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 169.16836439201134*cm 166.42470835208258*cm -0.1045535321895573*rad 2.225*cm 169.16836439201134*cm 166.42470835208258*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_61_s6 | W-view-scintillator_9_s6 | 10.619706*cm -101.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 171.94284802789437*cm 169.1991919879656*cm -0.1045535321895573*rad 2.225*cm 171.94284802789437*cm 169.1991919879656*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_62_s6 | W-view-scintillator_9_s6 | 11.091918*cm -105.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 174.7173316637774*cm 171.97367562384864*cm -0.1045535321895573*rad 2.225*cm 174.7173316637774*cm 171.97367562384864*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_63_s6 | W-view-scintillator_9_s6 | 11.564131*cm -110.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 177.49181529966046*cm 174.74815925973166*cm -0.1045535321895573*rad 2.225*cm 177.49181529966046*cm 174.74815925973166*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_64_s6 | W-view-scintillator_9_s6 | 12.036344*cm -114.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 180.2662989355435*cm 177.52264289561472*cm -0.1045535321895573*rad 2.225*cm 180.2662989355435*cm 177.52264289561472*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_65_s6 | W-view-scintillator_9_s6 | 12.508557*cm -119.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 183.04078257142652*cm 180.29712653149775*cm -0.1045535321895573*rad 2.225*cm 183.04078257142652*cm 180.29712653149775*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_66_s6 | W-view-scintillator_9_s6 | 12.980770*cm -123.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 185.81526620730955*cm 183.07161016738078*cm -0.1045535321895573*rad 2.225*cm 185.81526620730955*cm 183.07161016738078*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_67_s6 | W-view-scintillator_9_s6 | 13.452983*cm -128.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 188.58974984319258*cm 185.8460938032638*cm -0.1045535321895573*rad 2.225*cm 188.58974984319258*cm 185.8460938032638*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_68_s6 | W-view-scintillator_9_s6 | 13.925195*cm -132.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 191.3642334790756*cm 188.62057743914684*cm -0.1045535321895573*rad 2.225*cm 191.3642334790756*cm 188.62057743914684*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_69_s6 | W-view-scintillator_9_s6 | 14.397408*cm -137.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 194.13871711495864*cm 191.39506107502987*cm -0.1045535321895573*rad 2.225*cm 194.13871711495864*cm 191.39506107502987*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_70_s6 | W-view-scintillator_9_s6 | 14.869621*cm -141.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 196.91320075084167*cm 194.1695447109129*cm -0.1045535321895573*rad 2.225*cm 196.91320075084167*cm 194.1695447109129*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_71_s6 | W-view-scintillator_9_s6 | 15.341834*cm -146.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 199.68768438672473*cm 196.94402834679593*cm -0.1045535321895573*rad 2.225*cm 199.68768438672473*cm 196.94402834679593*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_72_s6 | W-view-scintillator_9_s6 | 15.814047*cm -150.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 202.46216802260776*cm 199.718511982679*cm -0.1045535321895573*rad 2.225*cm 202.46216802260776*cm 199.718511982679*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_73_s6 | W-view-scintillator_9_s6 | 16.286259*cm -155.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 205.23665165849079*cm 202.49299561856202*cm -0.1045535321895573*rad 2.225*cm 205.23665165849079*cm 202.49299561856202*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_74_s6 | W-view-scintillator_9_s6 | 16.758472*cm -159.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 208.01113529437382*cm 205.26747925444505*cm -0.1045535321895573*rad 2.225*cm 208.01113529437382*cm 205.26747925444505*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_75_s6 | W-view-scintillator_9_s6 | 17.230685*cm -164.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 210.78561893025685*cm 208.04196289032808*cm -0.1045535321895573*rad 2.225*cm 210.78561893025685*cm 208.04196289032808*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_76_s6 | W-view-scintillator_9_s6 | 17.702898*cm -168.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 213.56010256613988*cm 210.8164465262111*cm -0.1045535321895573*rad 2.225*cm 213.56010256613988*cm 210.8164465262111*cm -0.1045535321895573*rad  | 
W-view_single_strip_3_77_s6 | W-view-scintillator_9_s6 | 18.175111*cm -173.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 216.3345862020229*cm 213.59093016209414*cm -0.1045535321895573*rad 2.225*cm 216.3345862020229*cm 213.59093016209414*cm -0.1045535321895573*rad  | 
PCAL_Lead_Layer_9_s6 |  pcal_s6 | 0.000000*cm 0.000000*cm 1.897800*cm | 0 0 0 |   G4Trap | 0.1075*cm 0.0*rad 0.0*rad 192.6250353201295*cm 1.0E-6*cm 197.10000100000002*cm 0.0*rad 192.6250353201295*cm 1.0E-6*cm 197.10000100000002*cm 0.0*rad  | 
U-view-scintillator_10_s6 |  pcal_s6 | 0.000000*cm 0.000000*cm 2.530400*cm | 0 0 0 |   G4Trap | 0.525*cm 0.0*rad 0.0*rad 192.6250353201295*cm 1.0E-6*cm 197.10000100000002*cm 0.0*rad 192.6250353201295*cm 1.0E-6*cm 197.10000100000002*cm 0.0*rad  | 
U-view_single_strip_4_0_s6 | U-view-scintillator_10_s6 | 0.000000*cm -189.000000*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 3.6000353201295128*cm 0.012790393501578953*cm 3.6964598626247165*cm 0.0*rad 3.6000353201295128*cm 0.012790393501578953*cm 3.6964598626247165*cm 0.0*rad  | 
U-view_single_strip_4_1_s6 | U-view-scintillator_10_s6 | 0.000000*cm -183.124965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 3.7220406496278744*cm 5.998730692908928*cm 0.0*rad 2.225*cm 3.7220406496278744*cm 5.998730692908928*cm 0.0*rad  | 
U-view_single_strip_4_2_s6 | U-view-scintillator_10_s6 | 0.000000*cm -178.624965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 6.024311479912086*cm 8.301001523193138*cm 0.0*rad 2.225*cm 6.024311479912086*cm 8.301001523193138*cm 0.0*rad  | 
U-view_single_strip_4_3_s6 | U-view-scintillator_10_s6 | 0.000000*cm -174.124965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 8.326582310196295*cm 10.60327235347735*cm 0.0*rad 2.225*cm 8.326582310196295*cm 10.60327235347735*cm 0.0*rad  | 
U-view_single_strip_4_4_s6 | U-view-scintillator_10_s6 | 0.000000*cm -169.624965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 10.628853140480507*cm 12.90554318376156*cm 0.0*rad 2.225*cm 10.628853140480507*cm 12.90554318376156*cm 0.0*rad  | 
U-view_single_strip_4_5_s6 | U-view-scintillator_10_s6 | 0.000000*cm -165.124965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 12.931123970764718*cm 15.207814014045772*cm 0.0*rad 2.225*cm 12.931123970764718*cm 15.207814014045772*cm 0.0*rad  | 
U-view_single_strip_4_6_s6 | U-view-scintillator_10_s6 | 0.000000*cm -160.624965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 15.233394801048929*cm 17.510084844329985*cm 0.0*rad 2.225*cm 15.233394801048929*cm 17.510084844329985*cm 0.0*rad  | 
U-view_single_strip_4_7_s6 | U-view-scintillator_10_s6 | 0.000000*cm -156.124965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 17.535665631333142*cm 19.812355674614196*cm 0.0*rad 2.225*cm 17.535665631333142*cm 19.812355674614196*cm 0.0*rad  | 
U-view_single_strip_4_8_s6 | U-view-scintillator_10_s6 | 0.000000*cm -151.624965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 19.837936461617353*cm 22.114626504898407*cm 0.0*rad 2.225*cm 19.837936461617353*cm 22.114626504898407*cm 0.0*rad  | 
U-view_single_strip_4_9_s6 | U-view-scintillator_10_s6 | 0.000000*cm -147.124965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 22.140207291901564*cm 24.416897335182618*cm 0.0*rad 2.225*cm 22.140207291901564*cm 24.416897335182618*cm 0.0*rad  | 
U-view_single_strip_4_10_s6 | U-view-scintillator_10_s6 | 0.000000*cm -142.624965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 24.442478122185776*cm 26.71916816546683*cm 0.0*rad 2.225*cm 24.442478122185776*cm 26.71916816546683*cm 0.0*rad  | 
U-view_single_strip_4_11_s6 | U-view-scintillator_10_s6 | 0.000000*cm -138.124965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 26.744748952469987*cm 29.02143899575104*cm 0.0*rad 2.225*cm 26.744748952469987*cm 29.02143899575104*cm 0.0*rad  | 
U-view_single_strip_4_12_s6 | U-view-scintillator_10_s6 | 0.000000*cm -133.624965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 29.047019782754198*cm 31.323709826035252*cm 0.0*rad 2.225*cm 29.047019782754198*cm 31.323709826035252*cm 0.0*rad  | 
U-view_single_strip_4_13_s6 | U-view-scintillator_10_s6 | 0.000000*cm -129.124965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 31.34929061303841*cm 33.62598065631946*cm 0.0*rad 2.225*cm 31.34929061303841*cm 33.62598065631946*cm 0.0*rad  | 
U-view_single_strip_4_14_s6 | U-view-scintillator_10_s6 | 0.000000*cm -124.624965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 33.65156144332262*cm 35.92825148660368*cm 0.0*rad 2.225*cm 33.65156144332262*cm 35.92825148660368*cm 0.0*rad  | 
U-view_single_strip_4_15_s6 | U-view-scintillator_10_s6 | 0.000000*cm -120.124965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 35.953832273606835*cm 38.230522316887885*cm 0.0*rad 2.225*cm 35.953832273606835*cm 38.230522316887885*cm 0.0*rad  | 
U-view_single_strip_4_16_s6 | U-view-scintillator_10_s6 | 0.000000*cm -115.624965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 38.25610310389104*cm 40.5327931471721*cm 0.0*rad 2.225*cm 38.25610310389104*cm 40.5327931471721*cm 0.0*rad  | 
U-view_single_strip_4_17_s6 | U-view-scintillator_10_s6 | 0.000000*cm -111.124965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 40.55837393417526*cm 42.83506397745631*cm 0.0*rad 2.225*cm 40.55837393417526*cm 42.83506397745631*cm 0.0*rad  | 
U-view_single_strip_4_18_s6 | U-view-scintillator_10_s6 | 0.000000*cm -106.624965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 42.860644764459465*cm 45.13733480774052*cm 0.0*rad 2.225*cm 42.860644764459465*cm 45.13733480774052*cm 0.0*rad  | 
