             ec_s1 |       fc | 232.6263*cm 0*cm 723.8662*cm | ordered: zxy 90*deg 25*deg 0*deg |   G4Trap | 26.7767*cm 0*rad 0*rad 204.3534*cm 0.000001*cm 209.3246*cm 0*rad 204.3534*cm 0.000001*cm 209.3246*cm 0*rad  | 
W-scintillator_3_s1_view_3_stack_1 |    ec_s1 | 47.9934*cm 93.7238*cm -18.3522*cm | 0*deg 0*deg 62.88*deg |   G4Trap | 0.5*cm 0*rad 0*rad 170.8668*cm 210.564*cm 0.000001*cm -0.1036253*rad 170.8668*cm 210.564*cm 0.000001*cm -0.1036253*rad  | 
W_strip_3_1_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -17.2761665*cm 166.1205*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 5.849*cm 0.0000006*cm -0.1036253*rad 4.7463*cm 5.849*cm 0.0000006*cm -0.1036253*rad  | 
W_strip_3_2_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -16.288957*cm 156.6279*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 11.698*cm 5.849*cm -0.1036253*rad 4.7463*cm 11.698*cm 5.849*cm -0.1036253*rad  | 
W_strip_3_3_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -15.3017475*cm 147.1353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 17.547*cm 11.698*cm -0.1036253*rad 4.7463*cm 17.547*cm 11.698*cm -0.1036253*rad  | 
W_strip_3_4_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -14.314538*cm 137.6427*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 23.396*cm 17.547*cm -0.1036253*rad 4.7463*cm 23.396*cm 17.547*cm -0.1036253*rad  | 
W_strip_3_5_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -13.3273284*cm 128.1501*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 29.245*cm 23.396*cm -0.1036253*rad 4.7463*cm 29.245*cm 23.396*cm -0.1036253*rad  | 
W_strip_3_6_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -12.3401189*cm 118.6575*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 35.094*cm 29.245*cm -0.1036253*rad 4.7463*cm 35.094*cm 29.245*cm -0.1036253*rad  | 
W_strip_3_7_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -11.3529094*cm 109.1649*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 40.943*cm 35.094*cm -0.1036253*rad 4.7463*cm 40.943*cm 35.094*cm -0.1036253*rad  | 
W_strip_3_8_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -10.3656999*cm 99.6723*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 46.792*cm 40.943*cm -0.1036253*rad 4.7463*cm 46.792*cm 40.943*cm -0.1036253*rad  | 
W_strip_3_9_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -9.3784904*cm 90.1797*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 52.641*cm 46.792*cm -0.1036253*rad 4.7463*cm 52.641*cm 46.792*cm -0.1036253*rad  | 
W_strip_3_10_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -8.3912808*cm 80.6871*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 58.49*cm 52.641*cm -0.1036253*rad 4.7463*cm 58.49*cm 52.641*cm -0.1036253*rad  | 
W_strip_3_11_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -7.4040713*cm 71.1945*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 64.339*cm 58.49*cm -0.1036253*rad 4.7463*cm 64.339*cm 58.49*cm -0.1036253*rad  | 
W_strip_3_12_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -6.4168618*cm 61.7019*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 70.188*cm 64.339*cm -0.1036253*rad 4.7463*cm 70.188*cm 64.339*cm -0.1036253*rad  | 
W_strip_3_13_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -5.4296523*cm 52.2093*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 76.037*cm 70.188*cm -0.1036253*rad 4.7463*cm 76.037*cm 70.188*cm -0.1036253*rad  | 
W_strip_3_14_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -4.4424427*cm 42.7167*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 81.886*cm 76.037*cm -0.1036253*rad 4.7463*cm 81.886*cm 76.037*cm -0.1036253*rad  | 
W_strip_3_15_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -3.4552332*cm 33.2241*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 87.735*cm 81.886*cm -0.1036253*rad 4.7463*cm 87.735*cm 81.886*cm -0.1036253*rad  | 
W_strip_3_16_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -2.4680237*cm 23.7315*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 93.584*cm 87.735*cm -0.1036253*rad 4.7463*cm 93.584*cm 87.735*cm -0.1036253*rad  | 
W_strip_3_17_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -1.4808142*cm 14.2389*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 99.433*cm 93.584*cm -0.1036253*rad 4.7463*cm 99.433*cm 93.584*cm -0.1036253*rad  | 
W_strip_3_18_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -0.4936047*cm 4.7463*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 105.282*cm 99.433*cm -0.1036253*rad 4.7463*cm 105.282*cm 99.433*cm -0.1036253*rad  | 
W_strip_3_19_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 0.4936*cm -4.746301*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 111.131*cm 105.282*cm -0.1036253*rad 4.7463*cm 111.131*cm 105.282*cm -0.1036253*rad  | 
W_strip_3_20_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 1.4808*cm -14.238901*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 116.98*cm 111.131*cm -0.1036253*rad 4.7463*cm 116.98*cm 111.131*cm -0.1036253*rad  | 
W_strip_3_21_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 2.468*cm -23.731501*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 122.829*cm 116.98*cm -0.1036253*rad 4.7463*cm 122.829*cm 116.98*cm -0.1036253*rad  | 
W_strip_3_22_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 3.4552*cm -33.224101*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 128.678*cm 122.829*cm -0.1036253*rad 4.7463*cm 128.678*cm 122.829*cm -0.1036253*rad  | 
W_strip_3_23_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 4.4424*cm -42.716701*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 134.527*cm 128.678*cm -0.1036253*rad 4.7463*cm 134.527*cm 128.678*cm -0.1036253*rad  | 
W_strip_3_24_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 5.4297*cm -52.209301*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 140.376*cm 134.527*cm -0.1036253*rad 4.7463*cm 140.376*cm 134.527*cm -0.1036253*rad  | 
W_strip_3_25_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 6.4169*cm -61.701901*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 146.225*cm 140.376*cm -0.1036253*rad 4.7463*cm 146.225*cm 140.376*cm -0.1036253*rad  | 
W_strip_3_26_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 7.4041*cm -71.194501*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 152.074*cm 146.225*cm -0.1036253*rad 4.7463*cm 152.074*cm 146.225*cm -0.1036253*rad  | 
W_strip_3_27_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 8.3913*cm -80.687101*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 157.923*cm 152.074*cm -0.1036253*rad 4.7463*cm 157.923*cm 152.074*cm -0.1036253*rad  | 
W_strip_3_28_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 9.3785*cm -90.179701*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 163.772*cm 157.923*cm -0.1036253*rad 4.7463*cm 163.772*cm 157.923*cm -0.1036253*rad  | 
W_strip_3_29_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 10.3657*cm -99.672301*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 169.621*cm 163.772*cm -0.1036253*rad 4.7463*cm 169.621*cm 163.772*cm -0.1036253*rad  | 
W_strip_3_30_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 11.3529*cm -109.164901*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 175.47*cm 169.621*cm -0.1036253*rad 4.7463*cm 175.47*cm 169.621*cm -0.1036253*rad  | 
W_strip_3_31_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 12.3401*cm -118.657501*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 181.319*cm 175.47*cm -0.1036253*rad 4.7463*cm 181.319*cm 175.47*cm -0.1036253*rad  | 
W_strip_3_32_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 13.3273*cm -128.150101*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 187.168*cm 181.319*cm -0.1036253*rad 4.7463*cm 187.168*cm 181.319*cm -0.1036253*rad  | 
W_strip_3_33_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 14.3145*cm -137.642701*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 193.017*cm 187.168*cm -0.1036253*rad 4.7463*cm 193.017*cm 187.168*cm -0.1036253*rad  | 
W_strip_3_34_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 15.3017*cm -147.135301*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 198.866*cm 193.017*cm -0.1036253*rad 4.7463*cm 198.866*cm 193.017*cm -0.1036253*rad  | 
W_strip_3_35_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 16.289*cm -156.627901*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 204.715*cm 198.866*cm -0.1036253*rad 4.7463*cm 204.715*cm 198.866*cm -0.1036253*rad  | 
W_strip_3_36_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 17.2762*cm -166.120501*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 210.564*cm 204.715*cm -0.1036253*rad 4.7463*cm 210.564*cm 204.715*cm -0.1036253*rad  | 
lead_4_s1_view_1_stack_1 |    ec_s1 | 0*cm 0.0257*cm -17.73305*cm | 0 0 0 |   G4Trap | 0.119*cm 0*rad 0*rad 187.925*cm 0.000001*cm 192.4978*cm 0*rad 187.925*cm 0.000001*cm 192.4978*cm 0*rad  | 
U-scintillator_4_s1_view_1_stack_1 |    ec_s1 | 0*cm 0.0257*cm -17.1139*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 187.925*cm 0.000001*cm 192.4978*cm 0*rad 187.925*cm 0.000001*cm 192.4978*cm 0*rad  | 
U_strip_4_1_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -182.704899*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 0.0000005*cm 5.3472*cm 0*rad 5.2201*cm 0.0000005*cm 5.3472*cm 0*rad  | 
U_strip_4_2_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -172.264619*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 5.3472*cm 10.6943*cm 0*rad 5.2201*cm 5.3472*cm 10.6943*cm 0*rad  | 
U_strip_4_3_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -161.824339*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 10.6943*cm 16.0415*cm 0*rad 5.2201*cm 10.6943*cm 16.0415*cm 0*rad  | 
U_strip_4_4_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -151.384059*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 16.0415*cm 21.3886*cm 0*rad 5.2201*cm 16.0415*cm 21.3886*cm 0*rad  | 
U_strip_4_5_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -140.943779*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 21.3886*cm 26.7358*cm 0*rad 5.2201*cm 21.3886*cm 26.7358*cm 0*rad  | 
U_strip_4_6_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -130.503499*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 26.7358*cm 32.083*cm 0*rad 5.2201*cm 26.7358*cm 32.083*cm 0*rad  | 
U_strip_4_7_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -120.063219*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 32.083*cm 37.4301*cm 0*rad 5.2201*cm 32.083*cm 37.4301*cm 0*rad  | 
U_strip_4_8_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -109.622939*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 37.4301*cm 42.7773*cm 0*rad 5.2201*cm 37.4301*cm 42.7773*cm 0*rad  | 
U_strip_4_9_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -99.182659*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 42.7773*cm 48.1244*cm 0*rad 5.2201*cm 42.7773*cm 48.1244*cm 0*rad  | 
U_strip_4_10_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -88.742379*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 48.1244*cm 53.4716*cm 0*rad 5.2201*cm 48.1244*cm 53.4716*cm 0*rad  | 
U_strip_4_11_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -78.302099*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 53.4716*cm 58.8188*cm 0*rad 5.2201*cm 53.4716*cm 58.8188*cm 0*rad  | 
U_strip_4_12_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -67.861819*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 58.8188*cm 64.1659*cm 0*rad 5.2201*cm 58.8188*cm 64.1659*cm 0*rad  | 
U_strip_4_13_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -57.421539*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 64.1659*cm 69.5131*cm 0*rad 5.2201*cm 64.1659*cm 69.5131*cm 0*rad  | 
U_strip_4_14_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -46.981259*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 69.5131*cm 74.8603*cm 0*rad 5.2201*cm 69.5131*cm 74.8603*cm 0*rad  | 
U_strip_4_15_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -36.540979*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 74.8603*cm 80.2074*cm 0*rad 5.2201*cm 74.8603*cm 80.2074*cm 0*rad  | 
U_strip_4_16_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -26.100699*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 80.2074*cm 85.5546*cm 0*rad 5.2201*cm 80.2074*cm 85.5546*cm 0*rad  | 
U_strip_4_17_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -15.660419*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 85.5546*cm 90.9017*cm 0*rad 5.2201*cm 85.5546*cm 90.9017*cm 0*rad  | 
U_strip_4_18_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -5.220139*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 90.9017*cm 96.2489*cm 0*rad 5.2201*cm 90.9017*cm 96.2489*cm 0*rad  | 
U_strip_4_19_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 5.2201*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 96.2489*cm 101.5961*cm 0*rad 5.2201*cm 96.2489*cm 101.5961*cm 0*rad  | 
U_strip_4_20_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 15.6604*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 101.5961*cm 106.9432*cm 0*rad 5.2201*cm 101.5961*cm 106.9432*cm 0*rad  | 
U_strip_4_21_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 26.1007*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 106.9432*cm 112.2904*cm 0*rad 5.2201*cm 106.9432*cm 112.2904*cm 0*rad  | 
U_strip_4_22_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 36.541*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 112.2904*cm 117.6375*cm 0*rad 5.2201*cm 112.2904*cm 117.6375*cm 0*rad  | 
U_strip_4_23_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 46.9813*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 117.6375*cm 122.9847*cm 0*rad 5.2201*cm 117.6375*cm 122.9847*cm 0*rad  | 
U_strip_4_24_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 57.4215*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 122.9847*cm 128.3319*cm 0*rad 5.2201*cm 122.9847*cm 128.3319*cm 0*rad  | 
U_strip_4_25_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 67.8618*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 128.3319*cm 133.679*cm 0*rad 5.2201*cm 128.3319*cm 133.679*cm 0*rad  | 
U_strip_4_26_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 78.3021*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 133.679*cm 139.0262*cm 0*rad 5.2201*cm 133.679*cm 139.0262*cm 0*rad  | 
U_strip_4_27_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 88.7424*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 139.0262*cm 144.3733*cm 0*rad 5.2201*cm 139.0262*cm 144.3733*cm 0*rad  | 
U_strip_4_28_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 99.1827*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 144.3733*cm 149.7205*cm 0*rad 5.2201*cm 144.3733*cm 149.7205*cm 0*rad  | 
U_strip_4_29_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 109.6229*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 149.7205*cm 155.0677*cm 0*rad 5.2201*cm 149.7205*cm 155.0677*cm 0*rad  | 
U_strip_4_30_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 120.0632*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 155.0677*cm 160.4148*cm 0*rad 5.2201*cm 155.0677*cm 160.4148*cm 0*rad  | 
U_strip_4_31_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 130.5035*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 160.4148*cm 165.762*cm 0*rad 5.2201*cm 160.4148*cm 165.762*cm 0*rad  | 
U_strip_4_32_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 140.9438*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 165.762*cm 171.1091*cm 0*rad 5.2201*cm 165.762*cm 171.1091*cm 0*rad  | 
U_strip_4_33_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 151.3841*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 171.1091*cm 176.4563*cm 0*rad 5.2201*cm 171.1091*cm 176.4563*cm 0*rad  | 
U_strip_4_34_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 161.8243*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 176.4563*cm 181.8035*cm 0*rad 5.2201*cm 176.4563*cm 181.8035*cm 0*rad  | 
U_strip_4_35_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 172.2646*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 181.8035*cm 187.1506*cm 0*rad 5.2201*cm 181.8035*cm 187.1506*cm 0*rad  | 
U_strip_4_36_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 182.7049*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 187.1506*cm 192.4978*cm 0*rad 5.2201*cm 187.1506*cm 192.4978*cm 0*rad  | 
lead_5_s1_view_2_stack_1 |    ec_s1 | 0*cm 0.0342*cm -16.49475*cm | 0 0 0 |   G4Trap | 0.119*cm 0*rad 0*rad 188.3053*cm 0.000001*cm 192.8873*cm 0*rad 188.3053*cm 0.000001*cm 192.8873*cm 0*rad  | 
V-scintillator_5_s1_view_2_stack_1 |    ec_s1 | -48.2218189*cm 94.1869*cm -15.8756*cm | 0*deg 180*deg 62.88*deg |   G4Trap | 0.5*cm 0*rad 0*rad 171.68*cm 211.5662*cm 0.000001*cm -0.1036253*rad 171.68*cm 211.5662*cm 0.000001*cm -0.1036253*rad  | 
V_strip_5_1_s1_stack_1 | V-scintillator_5_s1_view_2_stack_1 | -17.3583924*cm 166.9111*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 5.8768*cm 0.0000006*cm -0.1036253*rad 4.7689*cm 5.8768*cm 0.0000006*cm -0.1036253*rad  | 
V_strip_5_2_s1_stack_1 | V-scintillator_5_s1_view_2_stack_1 | -16.3664842*cm 157.3734*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 11.7537*cm 5.8768*cm -0.1036253*rad 4.7689*cm 11.7537*cm 5.8768*cm -0.1036253*rad  | 
V_strip_5_3_s1_stack_1 | V-scintillator_5_s1_view_2_stack_1 | -15.3745761*cm 147.8356*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 17.6305*cm 11.7537*cm -0.1036253*rad 4.7689*cm 17.6305*cm 11.7537*cm -0.1036253*rad  | 
V_strip_5_4_s1_stack_1 | V-scintillator_5_s1_view_2_stack_1 | -14.382668*cm 138.2978*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 23.5074*cm 17.6305*cm -0.1036253*rad 4.7689*cm 23.5074*cm 17.6305*cm -0.1036253*rad  | 
V_strip_5_5_s1_stack_1 | V-scintillator_5_s1_view_2_stack_1 | -13.3907598*cm 128.76*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 29.3842*cm 23.5074*cm -0.1036253*rad 4.7689*cm 29.3842*cm 23.5074*cm -0.1036253*rad  | 
V_strip_5_6_s1_stack_1 | V-scintillator_5_s1_view_2_stack_1 | -12.3988517*cm 119.2222*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 35.261*cm 29.3842*cm -0.1036253*rad 4.7689*cm 35.261*cm 29.3842*cm -0.1036253*rad  | 
V_strip_5_7_s1_stack_1 | V-scintillator_5_s1_view_2_stack_1 | -11.4069435*cm 109.6845*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 41.1379*cm 35.261*cm -0.1036253*rad 4.7689*cm 41.1379*cm 35.261*cm -0.1036253*rad  | 
V_strip_5_8_s1_stack_1 | V-scintillator_5_s1_view_2_stack_1 | -10.4150354*cm 100.1467*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 47.0147*cm 41.1379*cm -0.1036253*rad 4.7689*cm 47.0147*cm 41.1379*cm -0.1036253*rad  | 
V_strip_5_9_s1_stack_1 | V-scintillator_5_s1_view_2_stack_1 | -9.4231273*cm 90.6089*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 52.8915*cm 47.0147*cm -0.1036253*rad 4.7689*cm 52.8915*cm 47.0147*cm -0.1036253*rad  | 
V_strip_5_10_s1_stack_1 | V-scintillator_5_s1_view_2_stack_1 | -8.4312191*cm 81.0711*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 58.7684*cm 52.8915*cm -0.1036253*rad 4.7689*cm 58.7684*cm 52.8915*cm -0.1036253*rad  | 
V_strip_5_11_s1_stack_1 | V-scintillator_5_s1_view_2_stack_1 | -7.439311*cm 71.5333*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 64.6452*cm 58.7684*cm -0.1036253*rad 4.7689*cm 64.6452*cm 58.7684*cm -0.1036253*rad  | 
