         ahdc_mother  |                root  |                  Alert mother  |                              0.0*mm 0.0*mm 0.0*mm  |                                   0 0 0  | aa00ff   |                Tube  |                      2.5*cm 21.0*cm 20.0*cm 0.*deg 360.*deg  |              G4_AIR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
superlayer1_layer0_ahdccell21_subcell2  |         ahdc_mother  |         AHDCcell 21 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -28.145933*mm      22.445633*mm     -29.360191*mm      20.832167*mm     -32.622435*mm      23.146852*mm     -31.273259*mm      24.939592*mm     -34.125384*mm      11.465519*mm     -34.714576*mm       9.534056*mm     -38.571751*mm      10.593396*mm     -37.917094*mm      12.739466*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 21 side manual 0 
superlayer1_layer0_ahdccell22_subcell1  |         ahdc_mother  |         AHDCcell 22 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -28.284271*mm      28.284271*mm     -26.653863*mm      29.825687*mm     -23.988477*mm      26.843118*mm     -25.455844*mm      25.455844*mm     -36.252311*mm      16.904730*mm     -35.247424*mm      18.910820*mm     -31.722682*mm      17.019738*mm     -32.627080*mm      15.214257*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 22 side manual 0 
superlayer1_layer0_ahdccell22_subcell2  |         ahdc_mother  |         AHDCcell 22 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -25.455844*mm      25.455844*mm     -26.843118*mm      23.988477*mm     -29.825687*mm      26.653863*mm     -28.284271*mm      28.284271*mm     -32.627080*mm      15.214257*mm     -33.428822*mm      13.360908*mm     -37.143136*mm      14.845453*mm     -36.252311*mm      16.904730*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 22 side manual 0 
superlayer1_layer0_ahdccell23_subcell1  |         ahdc_mother  |         AHDCcell 23 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -24.939592*mm      31.273259*mm     -23.146852*mm      32.622435*mm     -20.832167*mm      29.360191*mm     -22.445633*mm      28.145933*mm     -34.131635*mm      20.857408*mm     -32.908456*mm      22.738372*mm     -29.617610*mm      20.464534*mm     -30.718472*mm      18.771667*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 23 side manual 0 
superlayer1_layer0_ahdccell23_subcell2  |         ahdc_mother  |         AHDCcell 23 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -22.445633*mm      28.145933*mm     -23.988477*mm      26.843118*mm     -26.653863*mm      29.825687*mm     -24.939592*mm      31.273259*mm     -30.718472*mm      18.771667*mm     -31.722682*mm      17.019738*mm     -35.247424*mm      18.910820*mm     -34.131635*mm      20.857408*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 23 side manual 0 
superlayer1_layer0_ahdccell24_subcell1  |         ahdc_mother  |         AHDCcell 24 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -21.281283*mm      33.868968*mm     -19.348755*mm      35.008937*mm     -17.413880*mm      31.508043*mm     -19.153155*mm      30.482071*mm     -31.581734*mm      24.547792*mm     -30.155644*mm      26.279976*mm     -27.140080*mm      23.651978*mm     -28.423561*mm      22.093013*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 24 side manual 0 
superlayer1_layer0_ahdccell24_subcell2  |         ahdc_mother  |         AHDCcell 24 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -19.153155*mm      30.482071*mm     -20.832167*mm      29.360191*mm     -23.146852*mm      32.622435*mm     -21.281283*mm      33.868968*mm     -28.423561*mm      22.093013*mm     -29.617610*mm      20.464534*mm     -32.908456*mm      22.738372*mm     -31.581734*mm      24.547792*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 24 side manual 0 
superlayer1_layer0_ahdccell25_subcell1  |         ahdc_mother  |         AHDCcell 25 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -17.355350*mm      36.038755*mm     -15.307337*mm      36.955181*mm     -13.776604*mm      33.259663*mm     -15.619815*mm      32.434879*mm     -28.634674*mm      27.929473*mm     -27.023608*mm      29.491093*mm     -24.321247*mm      26.541984*mm     -25.771207*mm      25.136525*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 25 side manual 0 
superlayer1_layer0_ahdccell25_subcell2  |         ahdc_mother  |         AHDCcell 25 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -15.619815*mm      32.434879*mm     -17.413880*mm      31.508043*mm     -19.348755*mm      35.008937*mm     -17.355350*mm      36.038755*mm     -25.771207*mm      25.136525*mm     -27.140080*mm      23.651978*mm     -30.155644*mm      26.279976*mm     -28.634674*mm      27.929473*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 25 side manual 0 
superlayer1_layer0_ahdccell26_subcell1  |         ahdc_mother  |         AHDCcell 26 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -13.211162*mm      37.755333*mm     -11.073420*mm      38.436693*mm      -9.966078*mm      34.593024*mm     -11.890046*mm      33.979800*mm     -25.327516*mm      30.959924*mm     -23.551735*mm      32.331344*mm     -21.196561*mm      29.098209*mm     -22.794765*mm      27.863932*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 26 side manual 0 
superlayer1_layer0_ahdccell26_subcell2  |         ahdc_mother  |         AHDCcell 26 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -11.890046*mm      33.979800*mm     -13.776604*mm      33.259663*mm     -15.307337*mm      36.955181*mm     -13.211162*mm      37.755333*mm     -22.794765*mm      27.863932*mm     -24.321247*mm      26.541984*mm     -27.023608*mm      29.491093*mm     -25.327516*mm      30.959924*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 26 side manual 0 
superlayer1_layer0_ahdccell27_subcell1  |         ahdc_mother  |         AHDCcell 27 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      -8.900837*mm      38.997116*mm      -6.700249*mm      39.434841*mm      -6.030224*mm      35.491357*mm      -8.010754*mm      35.097405*mm     -21.701851*mm      33.601037*mm     -19.783684*mm      34.765009*mm     -17.805316*mm      31.288508*mm     -19.531665*mm      30.240933*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 27 side manual 0 
superlayer1_layer0_ahdccell27_subcell2  |         ahdc_mother  |         AHDCcell 27 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      -8.010754*mm      35.097405*mm      -9.966078*mm      34.593024*mm     -11.073420*mm      38.436693*mm      -8.900837*mm      38.997116*mm     -19.531665*mm      30.240933*mm     -21.196561*mm      29.098209*mm     -23.551735*mm      32.331344*mm     -21.701851*mm      33.601037*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 27 side manual 0 
superlayer1_layer0_ahdccell28_subcell1  |         ahdc_mother  |         AHDCcell 28 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      -4.478579*mm      39.748488*mm      -2.242818*mm      39.937073*mm      -2.018536*mm      35.943365*mm      -4.030721*mm      35.773640*mm     -17.803271*mm      35.819597*mm     -15.766843*mm      36.761484*mm     -14.190158*mm      33.085335*mm     -16.022944*mm      32.237637*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 28 side manual 0 
superlayer1_layer0_ahdccell28_subcell2  |         ahdc_mother  |         AHDCcell 28 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      -4.030721*mm      35.773640*mm      -6.030224*mm      35.491357*mm      -6.700249*mm      39.434841*mm      -4.478579*mm      39.748488*mm     -16.022944*mm      32.237637*mm     -17.805316*mm      31.288508*mm     -19.783684*mm      34.765009*mm     -17.803271*mm      35.819597*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 28 side manual 0 
superlayer1_layer0_ahdccell29_subcell1  |         ahdc_mother  |         AHDCcell 29 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      -0.000000*mm      40.000000*mm       2.242818*mm      39.937073*mm       2.018536*mm      35.943365*mm      -0.000000*mm      36.000000*mm     -13.680806*mm      37.587705*mm     -11.551724*mm      38.295661*mm     -10.396551*mm      34.466095*mm     -12.312725*mm      33.828934*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 29 side manual 0 
superlayer1_layer0_ahdccell29_subcell2  |         ahdc_mother  |         AHDCcell 29 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      -0.000000*mm      36.000000*mm      -2.018536*mm      35.943365*mm      -2.242818*mm      39.937073*mm      -0.000000*mm      40.000000*mm     -12.312725*mm      33.828934*mm     -14.190158*mm      33.085335*mm     -15.766843*mm      36.761484*mm     -13.680806*mm      37.587705*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 29 side manual 0 
superlayer1_layer0_ahdccell30_subcell1  |         ahdc_mother  |         AHDCcell 30 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm       4.478579*mm      39.748488*mm       6.700249*mm      39.434841*mm       6.030224*mm      35.491357*mm       4.030721*mm      35.773640*mm      -9.386296*mm      38.883125*mm      -7.191335*mm      39.348249*mm      -6.472202*mm      35.413424*mm      -8.447666*mm      34.994813*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 30 side manual 0 
superlayer1_layer0_ahdccell30_subcell2  |         ahdc_mother  |         AHDCcell 30 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm       4.030721*mm      35.773640*mm       2.018536*mm      35.943365*mm       2.242818*mm      39.937073*mm       4.478579*mm      39.748488*mm      -8.447666*mm      34.994813*mm     -10.396551*mm      34.466095*mm     -11.551724*mm      38.295661*mm      -9.386296*mm      38.883125*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 30 side manual 0 
superlayer1_layer0_ahdccell31_subcell1  |         ahdc_mother  |         AHDCcell 31 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm       8.900837*mm      38.997116*mm      11.073420*mm      38.436693*mm       9.966078*mm      34.593024*mm       8.010754*mm      35.097405*mm      -4.973748*mm      39.689568*mm      -2.740512*mm      39.906010*mm      -2.466461*mm      35.915409*mm      -4.476373*mm      35.720611*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 31 side manual 0 
superlayer1_layer0_ahdccell31_subcell2  |         ahdc_mother  |         AHDCcell 31 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm       8.010754*mm      35.097405*mm       6.030224*mm      35.491357*mm       6.700249*mm      39.434841*mm       8.900837*mm      38.997116*mm      -4.476373*mm      35.720611*mm      -6.472202*mm      35.413424*mm      -7.191335*mm      39.348249*mm      -4.973748*mm      39.689568*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 31 side manual 0 
superlayer1_layer0_ahdccell32_subcell1  |         ahdc_mother  |         AHDCcell 32 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      13.211162*mm      37.755333*mm      15.307337*mm      36.955181*mm      13.776604*mm      33.259663*mm      11.890046*mm      33.979800*mm      -0.498653*mm      39.996892*mm       1.744775*mm      39.961929*mm       1.570298*mm      35.965736*mm      -0.448787*mm      35.997203*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 32 side manual 0 
superlayer1_layer0_ahdccell32_subcell2  |         ahdc_mother  |         AHDCcell 32 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      11.890046*mm      33.979800*mm       9.966078*mm      34.593024*mm      11.073420*mm      38.436693*mm      13.211162*mm      37.755333*mm      -0.448787*mm      35.997203*mm      -2.466461*mm      35.915409*mm      -2.740512*mm      39.906010*mm      -0.498653*mm      39.996892*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 32 side manual 0 
