            bst_sl_1  |                root  |                 Super Layer 1  |                                  0*cm 0*cm -50*mm  |                                   0 0 0  | aaaaff   |                Tube  |                            60*mm 75*mm 325*mm 0*deg 360*deg  |              G4_AIR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
plastic_L1_Segment04  |rohacell_L1_Segment04  |Plastic Tab inside Rohahell, Layer 1, Segment 4  |                              0*mm 0*mm 169.685*mm  |                                       0  | e200e1   |                 Box  |                                      10*mm 1.245*mm 6.75*mm  |            rohacell  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
rohacell_L1_Segment05  |            bst_sl_1  |Rohacell support, Layer 1, Segment 5  |                      39.431*mm 54.272*mm 8.679*mm  |                      0*deg 0*deg 36*deg  | e10000   |                 Box  |                                    19*mm 1.25*mm 176.535*mm  |            rohacell  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
plastic_L1_Segment05  |rohacell_L1_Segment05  |Plastic Tab inside Rohahell, Layer 1, Segment 5  |                              0*mm 0*mm 169.685*mm  |                                       0  | e200e1   |                 Box  |                                      10*mm 1.245*mm 6.75*mm  |            rohacell  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
rohacell_L1_Segment06  |            bst_sl_1  |Rohacell support, Layer 1, Segment 6  |                       0.000*mm 67.084*mm 8.679*mm  |                       0*deg 0*deg 0*deg  | e10000   |                 Box  |                                    19*mm 1.25*mm 176.535*mm  |            rohacell  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
plastic_L1_Segment06  |rohacell_L1_Segment06  |Plastic Tab inside Rohahell, Layer 1, Segment 6  |                              0*mm 0*mm 169.685*mm  |                                       0  | e200e1   |                 Box  |                                      10*mm 1.245*mm 6.75*mm  |            rohacell  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
rohacell_L1_Segment07  |            bst_sl_1  |Rohacell support, Layer 1, Segment 7  |                     -39.431*mm 54.272*mm 8.679*mm  |                     0*deg 0*deg -36*deg  | e10000   |                 Box  |                                    19*mm 1.25*mm 176.535*mm  |            rohacell  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
plastic_L1_Segment07  |rohacell_L1_Segment07  |Plastic Tab inside Rohahell, Layer 1, Segment 7  |                              0*mm 0*mm 169.685*mm  |                                       0  | e200e1   |                 Box  |                                      10*mm 1.245*mm 6.75*mm  |            rohacell  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
rohacell_L1_Segment08  |            bst_sl_1  |Rohacell support, Layer 1, Segment 8  |                     -63.801*mm 20.730*mm 8.679*mm  |                     0*deg 0*deg -72*deg  | e10000   |                 Box  |                                    19*mm 1.25*mm 176.535*mm  |            rohacell  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
plastic_L1_Segment08  |rohacell_L1_Segment08  |Plastic Tab inside Rohahell, Layer 1, Segment 8  |                              0*mm 0*mm 169.685*mm  |                                       0  | e200e1   |                 Box  |                                      10*mm 1.245*mm 6.75*mm  |            rohacell  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
rohacell_L1_Segment09  |            bst_sl_1  |Rohacell support, Layer 1, Segment 9  |                    -63.801*mm -20.730*mm 8.679*mm  |                    0*deg 0*deg -108*deg  | e10000   |                 Box  |                                    19*mm 1.25*mm 176.535*mm  |            rohacell  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
plastic_L1_Segment09  |rohacell_L1_Segment09  |Plastic Tab inside Rohahell, Layer 1, Segment 9  |                              0*mm 0*mm 169.685*mm  |                                       0  | e200e1   |                 Box  |                                      10*mm 1.245*mm 6.75*mm  |            rohacell  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
rohacell_L1_Segment10  |            bst_sl_1  |Rohacell support, Layer 1, Segment 10  |                    -39.431*mm -54.272*mm 8.679*mm  |                    0*deg 0*deg -144*deg  | e10000   |                 Box  |                                    19*mm 1.25*mm 176.535*mm  |            rohacell  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
plastic_L1_Segment10  |rohacell_L1_Segment10  |Plastic Tab inside Rohahell, Layer 1, Segment 10  |                              0*mm 0*mm 169.685*mm  |                                       0  | e200e1   |                 Box  |                                      10*mm 1.245*mm 6.75*mm  |            rohacell  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
carbonFiber_W_L1_Segment01  |            bst_sl_1  |  Epoxy W, Layer 1,  Segment 1  |                   -0.000*mm -68.461*mm -15.596*mm  |                     0*deg 0*deg 180*deg  | 252020   |                 Box  |                                 21.01*mm 0.125*mm 200.95*mm  |         carbonFiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
carbonFiber_W_L1_Segment02  |            bst_sl_1  |  Epoxy W, Layer 1,  Segment 2  |                   40.240*mm -55.386*mm -15.596*mm  |                     0*deg 0*deg 144*deg  | 252020   |                 Box  |                                 21.01*mm 0.125*mm 200.95*mm  |         carbonFiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
carbonFiber_W_L1_Segment03  |            bst_sl_1  |  Epoxy W, Layer 1,  Segment 3  |                   65.110*mm -21.156*mm -15.596*mm  |                     0*deg 0*deg 108*deg  | 252020   |                 Box  |                                 21.01*mm 0.125*mm 200.95*mm  |         carbonFiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
carbonFiber_W_L1_Segment04  |            bst_sl_1  |  Epoxy W, Layer 1,  Segment 4  |                    65.110*mm 21.156*mm -15.596*mm  |                      0*deg 0*deg 72*deg  | 252020   |                 Box  |                                 21.01*mm 0.125*mm 200.95*mm  |         carbonFiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
carbonFiber_W_L1_Segment05  |            bst_sl_1  |  Epoxy W, Layer 1,  Segment 5  |                    40.240*mm 55.386*mm -15.596*mm  |                      0*deg 0*deg 36*deg  | 252020   |                 Box  |                                 21.01*mm 0.125*mm 200.95*mm  |         carbonFiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
carbonFiber_W_L1_Segment06  |            bst_sl_1  |  Epoxy W, Layer 1,  Segment 6  |                     0.000*mm 68.461*mm -15.596*mm  |                       0*deg 0*deg 0*deg  | 252020   |                 Box  |                                 21.01*mm 0.125*mm 200.95*mm  |         carbonFiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
carbonFiber_W_L1_Segment07  |            bst_sl_1  |  Epoxy W, Layer 1,  Segment 7  |                   -40.240*mm 55.386*mm -15.596*mm  |                     0*deg 0*deg -36*deg  | 252020   |                 Box  |                                 21.01*mm 0.125*mm 200.95*mm  |         carbonFiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
carbonFiber_W_L1_Segment08  |            bst_sl_1  |  Epoxy W, Layer 1,  Segment 8  |                   -65.110*mm 21.156*mm -15.596*mm  |                     0*deg 0*deg -72*deg  | 252020   |                 Box  |                                 21.01*mm 0.125*mm 200.95*mm  |         carbonFiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
carbonFiber_W_L1_Segment09  |            bst_sl_1  |  Epoxy W, Layer 1,  Segment 9  |                  -65.110*mm -21.156*mm -15.596*mm  |                    0*deg 0*deg -108*deg  | 252020   |                 Box  |                                 21.01*mm 0.125*mm 200.95*mm  |         carbonFiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
carbonFiber_W_L1_Segment10  |            bst_sl_1  | Epoxy W, Layer 1,  Segment 10  |                  -40.240*mm -55.386*mm -15.596*mm  |                    0*deg 0*deg -144*deg  | 252020   |                 Box  |                                 21.01*mm 0.125*mm 200.95*mm  |         carbonFiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
